Time,"Action Group",Action,"IP Address",Username,Result,"Full Action Name",Details,"Full Details"
"Aug 18, 2017, 8:57:58 AM","Catalog Products",Save,104.1.144.102,cbowles@spanx.com,Success,catalog_product_save,"7111, 312, 349, 3930","<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42302/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
"Aug 18, 2017, 8:57:24 AM","Catalog Products",View,104.1.144.102,cbowles@spanx.com,Success,catalog_product_edit,7111,"<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42301/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
"Aug 18, 2017, 8:56:28 AM","Catalog Products",View,50.199.104.190,expandlab,Success,catalog_product_edit,2018,"<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42299/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
"Aug 18, 2017, 8:56:12 AM","Catalog Products",View,50.199.104.190,expandlab,Success,catalog_product_edit,2018,"<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42298/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
"Aug 18, 2017, 8:55:29 AM","Catalog Products",View,50.199.104.190,expandlab,Success,catalog_product_edit,2018,"<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42297/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
"Aug 18, 2017, 8:55:16 AM","Catalog Products",View,50.199.104.190,expandlab,Success,catalog_product_edit,7121,"<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42296/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
"Aug 18, 2017, 8:49:17 AM","Catalog Products",View,50.199.104.190,expandlab,Success,catalog_product_edit,2018,"<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42295/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
"Aug 18, 2017, 8:48:46 AM","Catalog Products",View,50.199.104.190,expandlab,Success,catalog_product_edit,7121,"<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42294/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
"Aug 18, 2017, 8:43:08 AM","Catalog Products",View,104.1.144.102,cbowles@spanx.com,Success,catalog_product_edit,2053,"<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42292/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
"Aug 18, 2017, 8:42:51 AM","Catalog Products",View,104.1.144.102,cbowles@spanx.com,Success,catalog_product_edit,7076,"<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42291/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
"Aug 18, 2017, 8:32:43 AM","Catalog Products",View,73.7.108.164,kgallman,Success,catalog_product_edit,7076,"<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42289/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
"Aug 18, 2017, 8:27:07 AM","Catalog Products",View,73.7.108.164,kgallman,Success,catalog_product_edit,7121,"<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42286/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
"Aug 18, 2017, 8:25:52 AM","Catalog Products",Save,73.7.108.164,kgallman,Success,catalog_product_save,"7121, 289, 303, 315","<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42285/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
"Aug 18, 2017, 8:25:31 AM","Catalog Products",View,73.7.108.164,kgallman,Success,catalog_product_edit,7121,"<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42284/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
"Aug 18, 2017, 8:24:20 AM","Catalog Products",View,73.7.108.164,kgallman,Success,catalog_product_edit,7076,"<a href=""https://backend.spanx.com/admin_spanx/admin/logging/details/event_id/42283/key/2a8b9e42f272743091d12a9b1fa30826f87400cbd8906a24656bc84c4ab923ef/"">View</a>"
